phrase,qb_acctnum,gl_account,confidence,examples
labels,134,Inventory Asset:Compound Packaging Inventory,0.78,148
compatible,134,Inventory Asset:Compound Packaging Inventory,0.63,142
dymo,134,Inventory Asset:Compound Packaging Inventory,0.84,122
skin,133,Inventory Asset:Compound Ingredient Inventory,0.94,115
compatible dymo,134,Inventory Asset:Compound Packaging Inventory,0.84,106
dry,133,Inventory Asset:Compound Ingredient Inventory,0.74,85
storage,214,General & Administrative -:Office Expense,0.67,82
silicone,133,Inventory Asset:Compound Ingredient Inventory,0.63,82
scar,133,Inventory Asset:Compound Ingredient Inventory,0.89,76
rolls,134,Inventory Asset:Compound Packaging Inventory,0.68,72
usb,205,General & Administrative -:Computer Supplies & Equipment,0.76,72
eye,133,Inventory Asset:Compound Ingredient Inventory,0.81,72
powder,135,Inventory Asset:Lab Supplies Inventory,0.86,71
gloves,135,Inventory Asset:Lab Supplies Inventory,0.94,67
moisturizer,133,Inventory Asset:Compound Ingredient Inventory,0.97,66
fit,134,Inventory Asset:Compound Packaging Inventory,0.6,60
spoons,169,Cost of Goods Sold:Lab Supplies,0.6,60
medical,135,Inventory Asset:Lab Supplies Inventory,0.95,59
labelwriter,134,Inventory Asset:Compound Packaging Inventory,0.84,58
dymo labelwriter,134,Inventory Asset:Compound Packaging Inventory,0.84,58
moisturizing,133,Inventory Asset:Compound Ingredient Inventory,0.84,57
4xl,134,Inventory Asset:Compound Packaging Inventory,0.85,55
rolls labels,134,Inventory Asset:Compound Packaging Inventory,0.85,55
weighing,135,Inventory Asset:Lab Supplies Inventory,0.83,54
not,134,Inventory Asset:Compound Packaging Inventory,0.75,53
scale,135,Inventory Asset:Lab Supplies Inventory,0.64,53
roll,133,Inventory Asset:Compound Ingredient Inventory,0.65,52
body,133,Inventory Asset:Compound Ingredient Inventory,0.96,52
tags,214,General & Administrative -:Office Expense,0.92,51
lines,214,General & Administrative -:Office Expense,0.9,51
mask,135,Inventory Asset:Lab Supplies Inventory,0.69,49
exam,135,Inventory Asset:Lab Supplies Inventory,0.9,49
badges,214,General & Administrative -:Office Expense,0.94,49
custom,214,General & Administrative -:Office Expense,0.94,49
name,214,General & Administrative -:Office Expense,0.94,49
engraving,214,General & Administrative -:Office Expense,0.94,49
5xl,134,Inventory Asset:Compound Packaging Inventory,0.79,48
labelwriter 4xl,134,Inventory Asset:Compound Packaging Inventory,0.83,47
under,133,Inventory Asset:Compound Ingredient Inventory,0.7,47
betckey,134,Inventory Asset:Compound Packaging Inventory,0.83,46
betckey compatible,134,Inventory Asset:Compound Packaging Inventory,0.83,46
better,214,General & Administrative -:Office Expense,1,46
engraved,214,General & Administrative -:Office Expense,1,46
better badges,214,General & Administrative -:Office Expense,1,46
badges engraved,214,General & Administrative -:Office Expense,1,46
engraved custom,214,General & Administrative -:Office Expense,1,46
custom name,214,General & Administrative -:Office Expense,1,46
name tags,214,General & Administrative -:Office Expense,1,46
tags lines,214,General & Administrative -:Office Expense,1,46
lines engraving,214,General & Administrative -:Office Expense,1,46
not fit,134,Inventory Asset:Compound Packaging Inventory,0.82,44
fit 5xl,134,Inventory Asset:Compound Packaging Inventory,0.82,44
5xl rolls,134,Inventory Asset:Compound Packaging Inventory,0.82,44
zebra,134,Inventory Asset:Compound Packaging Inventory,0.69,42
weigh,135,Inventory Asset:Lab Supplies Inventory,0.8,41
perforated,134,Inventory Asset:Compound Packaging Inventory,0.65,40
sample,135,Inventory Asset:Lab Supplies Inventory,0.78,40
sheets,133,Inventory Asset:Compound Ingredient Inventory,0.85,40
care,133,Inventory Asset:Compound Ingredient Inventory,0.9,40
individually,134,Inventory Asset:Compound Packaging Inventory,0.6,40
exam gloves,135,Inventory Asset:Lab Supplies Inventory,0.97,40
boats,135,Inventory Asset:Lab Supplies Inventory,0.79,39
dry skin,133,Inventory Asset:Compound Ingredient Inventory,0.9,39
patches,133,Inventory Asset:Compound Ingredient Inventory,0.92,39
glass,169,Cost of Goods Sold:Lab Supplies,0.76,38
acne,133,Inventory Asset:Compound Ingredient Inventory,0.89,38
silicone scar,133,Inventory Asset:Compound Ingredient Inventory,0.89,38
case,135,Inventory Asset:Lab Supplies Inventory,0.68,38
square,135,Inventory Asset:Lab Supplies Inventory,0.73,37
under eye,133,Inventory Asset:Compound Ingredient Inventory,0.89,37
labels includes,134,Inventory Asset:Compound Packaging Inventory,0.81,36
masks,135,Inventory Asset:Lab Supplies Inventory,0.94,36
mil,135,Inventory Asset:Lab Supplies Inventory,0.69,35
dymo shipping,134,Inventory Asset:Compound Packaging Inventory,0.8,35
shipping labels,134,Inventory Asset:Compound Packaging Inventory,0.74,35
weigh boats,135,Inventory Asset:Lab Supplies Inventory,0.77,35
label,134,Inventory Asset:Compound Packaging Inventory,0.6,35
face masks,135,Inventory Asset:Lab Supplies Inventory,0.97,35
nitrile,135,Inventory Asset:Lab Supplies Inventory,0.97,35
cable,205,General & Administrative -:Computer Supplies & Equipment,0.76,34
anti,135,Inventory Asset:Lab Supplies Inventory,0.71,34
latex,135,Inventory Asset:Lab Supplies Inventory,0.94,34
bins,214,General & Administrative -:Office Expense,0.79,34
ice cream,169,Cost of Goods Sold:Lab Supplies,0.65,34
gold,133,Inventory Asset:Compound Ingredient Inventory,0.64,33
fragrance,133,Inventory Asset:Compound Ingredient Inventory,0.94,33
sterile,134,Inventory Asset:Compound Packaging Inventory,0.73,33
rollo,134,Inventory Asset:Compound Packaging Inventory,0.81,32
labels perforated,134,Inventory Asset:Compound Packaging Inventory,0.81,32
perforated compatible,134,Inventory Asset:Compound Packaging Inventory,0.81,32
4xl rollo,134,Inventory Asset:Compound Packaging Inventory,0.81,32
rollo zebra,134,Inventory Asset:Compound Packaging Inventory,0.81,32
zebra not,134,Inventory Asset:Compound Packaging Inventory,0.81,32
trays,135,Inventory Asset:Lab Supplies Inventory,0.69,32
weight,135,Inventory Asset:Lab Supplies Inventory,0.66,32
hands,133,Inventory Asset:Compound Ingredient Inventory,0.63,32
eye patches,133,Inventory Asset:Compound Ingredient Inventory,0.94,32
syringes,134,Inventory Asset:Compound Packaging Inventory,1,32
dishes,135,Inventory Asset:Lab Supplies Inventory,0.71,31
gel,133,Inventory Asset:Compound Ingredient Inventory,0.68,31
covers,135,Inventory Asset:Lab Supplies Inventory,0.87,30
cups,214,General & Administrative -:Office Expense,0.76,29
static,135,Inventory Asset:Lab Supplies Inventory,0.83,29
boat,135,Inventory Asset:Lab Supplies Inventory,0.69,29
anti static,135,Inventory Asset:Lab Supplies Inventory,0.83,29
spoon,169,Cost of Goods Sold:Lab Supplies,0.79,29
moisturizing cream,133,Inventory Asset:Compound Ingredient Inventory,0.79,29
mouse,205,General & Administrative -:Computer Supplies & Equipment,0.9,29
pairs,133,Inventory Asset:Compound Ingredient Inventory,0.72,29
epoxy,135,Inventory Asset:Lab Supplies Inventory,0.71,28
repair,133,Inventory Asset:Compound Ingredient Inventory,0.64,28
nitrile exam,135,Inventory Asset:Lab Supplies Inventory,0.96,28
dark,133,Inventory Asset:Compound Ingredient Inventory,0.75,28
shoe,135,Inventory Asset:Lab Supplies Inventory,0.93,28
pour,135,Inventory Asset:Lab Supplies Inventory,0.7,27
acid,133,Inventory Asset:Compound Ingredient Inventory,0.89,27
rough,133,Inventory Asset:Compound Ingredient Inventory,0.67,27
cooking,135,Inventory Asset:Lab Supplies Inventory,0.67,27
58d1h00,215,General & Administrative -:Office Supplies,1,27
toner,215,General & Administrative -:Office Supplies,1,27
tip,134,Inventory Asset:Compound Packaging Inventory,0.74,27
stackable,214,General & Administrative -:Office Expense,0.93,27
n95,135,Inventory Asset:Lab Supplies Inventory,1,26
organizer,214,General & Administrative -:Office Expense,0.62,26
address,134,Inventory Asset:Compound Packaging Inventory,0.88,26
grade,135,Inventory Asset:Lab Supplies Inventory,0.64,25
extra,135,Inventory Asset:Lab Supplies Inventory,0.64,25
collagen,133,Inventory Asset:Compound Ingredient Inventory,0.92,25
stirring,169,Cost of Goods Sold:Lab Supplies,0.64,25
measuring,169,Cost of Goods Sold:Lab Supplies,0.64,25
boats trays,135,Inventory Asset:Lab Supplies Inventory,0.67,24
trays scale,135,Inventory Asset:Lab Supplies Inventory,0.67,24
powder weight,135,Inventory Asset:Lab Supplies Inventory,0.67,24
pour boat,135,Inventory Asset:Lab Supplies Inventory,0.67,24
dermend,133,Inventory Asset:Compound Ingredient Inventory,1,24
bruise,133,Inventory Asset:Compound Ingredient Inventory,1,24
straws,169,Cost of Goods Sold:Lab Supplies,0.88,24
beaker,169,Cost of Goods Sold:Lab Supplies,1,24
latex powder,135,Inventory Asset:Lab Supplies Inventory,0.96,24
luer,134,Inventory Asset:Compound Packaging Inventory,1,24
needle,134,Inventory Asset:Compound Packaging Inventory,1,24
luer slip,134,Inventory Asset:Compound Packaging Inventory,1,24
needle sterile,134,Inventory Asset:Compound Packaging Inventory,1,24
sterile individually,134,Inventory Asset:Compound Packaging Inventory,1,24
scale anti,135,Inventory Asset:Lab Supplies Inventory,0.78,23
weighing dishes,135,Inventory Asset:Lab Supplies Inventory,0.78,23
wireless,205,General & Administrative -:Computer Supplies & Equipment,0.78,23
barcode labels,134,Inventory Asset:Compound Packaging Inventory,0.91,23
circles,133,Inventory Asset:Compound Ingredient Inventory,0.91,23
dark circles,133,Inventory Asset:Compound Ingredient Inventory,0.91,23
removal,133,Inventory Asset:Compound Ingredient Inventory,0.77,22
lab dish,135,Inventory Asset:Lab Supplies Inventory,0.77,22
dish powder,135,Inventory Asset:Lab Supplies Inventory,0.77,22
cerave,133,Inventory Asset:Compound Ingredient Inventory,1,22
oil,133,Inventory Asset:Compound Ingredient Inventory,0.91,22
bathroom,214,General & Administrative -:Office Expense,0.77,22
shea,133,Inventory Asset:Compound Ingredient Inventory,0.91,22
butter,133,Inventory Asset:Compound Ingredient Inventory,0.91,22
shea butter,133,Inventory Asset:Compound Ingredient Inventory,0.91,22
keyboard,205,General & Administrative -:Computer Supplies & Equipment,0.86,22
breathable,135,Inventory Asset:Lab Supplies Inventory,0.95,22
tape roll,133,Inventory Asset:Compound Ingredient Inventory,0.81,21
desktop,205,General & Administrative -:Computer Supplies & Equipment,0.76,21
cracked,133,Inventory Asset:Compound Ingredient Inventory,0.71,21
hyaluronic,133,Inventory Asset:Compound Ingredient Inventory,1,21
ceramides,133,Inventory Asset:Compound Ingredient Inventory,1,21
hyaluronic acid,133,Inventory Asset:Compound Ingredient Inventory,1,21
skin care,133,Inventory Asset:Compound Ingredient Inventory,0.95,21
first,135,Inventory Asset:Lab Supplies Inventory,0.76,21
organization,214,General & Administrative -:Office Expense,0.62,21
legs,133,Inventory Asset:Compound Ingredient Inventory,0.81,21
58d1h0e,215,General & Administrative -:Office Supplies,1,21
personal,133,Inventory Asset:Compound Ingredient Inventory,0.71,21
woven,135,Inventory Asset:Lab Supplies Inventory,0.81,21
shoe covers,135,Inventory Asset:Lab Supplies Inventory,1,21
non woven,135,Inventory Asset:Lab Supplies Inventory,0.81,21
storage bins,214,General & Administrative -:Office Expense,0.86,21
strips,133,Inventory Asset:Compound Ingredient Inventory,0.85,20
borosilicate,169,Cost of Goods Sold:Lab Supplies,1,20
ointment,133,Inventory Asset:Compound Ingredient Inventory,0.85,20
body moisturizer,133,Inventory Asset:Compound Ingredient Inventory,0.95,20
vitamin,133,Inventory Asset:Compound Ingredient Inventory,0.95,20
hydrating,133,Inventory Asset:Compound Ingredient Inventory,0.9,20
formula,133,Inventory Asset:Compound Ingredient Inventory,0.9,20
aid,135,Inventory Asset:Lab Supplies Inventory,0.8,20
extra strong,135,Inventory Asset:Lab Supplies Inventory,0.8,20
first aid,135,Inventory Asset:Lab Supplies Inventory,0.8,20
eyes,133,Inventory Asset:Compound Ingredient Inventory,0.75,20
slip tip,134,Inventory Asset:Compound Packaging Inventory,1,20
section,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
surgery,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
burn,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
keloid,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
scar sheets,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
sheets roll,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
roll silicone,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
scar tape,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
roll scar,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
scar silicone,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
silicone strips,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
strips professional,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
professional scar,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
scar removal,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
removal sheets,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
sheets section,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
section surgery,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
surgery burn,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
burn keloid,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
keloid acne,133,Inventory Asset:Compound Ingredient Inventory,0.89,19
polystyrene,135,Inventory Asset:Lab Supplies Inventory,0.74,19
static square,135,Inventory Asset:Lab Supplies Inventory,0.74,19
square tray,135,Inventory Asset:Lab Supplies Inventory,0.74,19
tray weighing,135,Inventory Asset:Lab Supplies Inventory,0.74,19
dishes polystyrene,135,Inventory Asset:Lab Supplies Inventory,0.74,19
polystyrene lab,135,Inventory Asset:Lab Supplies Inventory,0.74,19
weight mixing,135,Inventory Asset:Lab Supplies Inventory,0.74,19
mixing epoxy,135,Inventory Asset:Lab Supplies Inventory,0.74,19
bruise cream,133,Inventory Asset:Compound Ingredient Inventory,1,19
cleaner,214,General & Administrative -:Office Expense,0.84,19
mop,214,General & Administrative -:Office Expense,1,19
liquid,135,Inventory Asset:Lab Supplies Inventory,0.68,19
acid ceramides,133,Inventory Asset:Compound Ingredient Inventory,1,18
universal,135,Inventory Asset:Lab Supplies Inventory,0.94,18
adapter,205,General & Administrative -:Computer Supplies & Equipment,0.61,18
kn95,135,Inventory Asset:Lab Supplies Inventory,0.89,18
chemo,135,Inventory Asset:Lab Supplies Inventory,1,18
rated,135,Inventory Asset:Lab Supplies Inventory,1,18
chemo rated,135,Inventory Asset:Lab Supplies Inventory,1,18
tips,135,Inventory Asset:Lab Supplies Inventory,0.67,18
acne includes,133,Inventory Asset:Compound Ingredient Inventory,0.88,17
low,169,Cost of Goods Sold:Lab Supplies,0.82,17
printed,169,Cost of Goods Sold:Lab Supplies,0.82,17
london,135,Inventory Asset:Lab Supplies Inventory,0.94,17
labs,135,Inventory Asset:Lab Supplies Inventory,0.94,17
synsafe,135,Inventory Asset:Lab Supplies Inventory,0.94,17
emt,135,Inventory Asset:Lab Supplies Inventory,0.94,17
london labs,135,Inventory Asset:Lab Supplies Inventory,0.94,17
labs synsafe,135,Inventory Asset:Lab Supplies Inventory,0.94,17
synsafe mil,135,Inventory Asset:Lab Supplies Inventory,0.94,17
mil nitrile,135,Inventory Asset:Lab Supplies Inventory,0.94,17
gloves latex,135,Inventory Asset:Lab Supplies Inventory,0.94,17
powder extra,135,Inventory Asset:Lab Supplies Inventory,0.94,17
strong rubber,135,Inventory Asset:Lab Supplies Inventory,0.94,17
rubber gloves,135,Inventory Asset:Lab Supplies Inventory,0.94,17
gloves first,135,Inventory Asset:Lab Supplies Inventory,0.94,17
aid medical,135,Inventory Asset:Lab Supplies Inventory,0.94,17
medical emt,135,Inventory Asset:Lab Supplies Inventory,0.94,17
emt cleaning,135,Inventory Asset:Lab Supplies Inventory,0.94,17
cleaning cooking,135,Inventory Asset:Lab Supplies Inventory,0.94,17
cooking bulk,135,Inventory Asset:Lab Supplies Inventory,0.94,17
bulk case,135,Inventory Asset:Lab Supplies Inventory,0.94,17
laptop,205,General & Administrative -:Computer Supplies & Equipment,0.88,17
arnica,133,Inventory Asset:Compound Ingredient Inventory,1,17
bruising,133,Inventory Asset:Compound Ingredient Inventory,1,17
arms,133,Inventory Asset:Compound Ingredient Inventory,1,17
dermend arnica,133,Inventory Asset:Compound Ingredient Inventory,1,17
arnica bruise,133,Inventory Asset:Compound Ingredient Inventory,1,17
cream vitamin,133,Inventory Asset:Compound Ingredient Inventory,1,17
vitamin moisturizer,133,Inventory Asset:Compound Ingredient Inventory,1,17
moisturizer bruising,133,Inventory Asset:Compound Ingredient Inventory,1,17
bruising arms,133,Inventory Asset:Compound Ingredient Inventory,1,17
arms legs,133,Inventory Asset:Compound Ingredient Inventory,1,17
legs hands,133,Inventory Asset:Compound Ingredient Inventory,1,17
supply,135,Inventory Asset:Lab Supplies Inventory,0.69,16
pantry,214,General & Administrative -:Office Expense,0.69,16
ethernet,205,General & Administrative -:Computer Supplies & Equipment,0.94,16
sample container,135,Inventory Asset:Lab Supplies Inventory,0.81,16
benzoyl,133,Inventory Asset:Compound Ingredient Inventory,0.88,16
peroxide,133,Inventory Asset:Compound Ingredient Inventory,0.88,16
benzoyl peroxide,133,Inventory Asset:Compound Ingredient Inventory,0.88,16
multi,214,General & Administrative -:Office Expense,0.69,16
comedogenic,133,Inventory Asset:Compound Ingredient Inventory,1,16
ounce,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
fragrance non,133,Inventory Asset:Compound Ingredient Inventory,1,16
non comedogenic,133,Inventory Asset:Compound Ingredient Inventory,1,16
skin fragrance,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
floor,214,General & Administrative -:Office Expense,0.94,16
coffee,214,General & Administrative -:Office Expense,0.94,16
sticky,215,General & Administrative -:Office Supplies,0.94,16
ms823,215,General & Administrative -:Office Supplies,0.94,16
ms825,215,General & Administrative -:Office Supplies,0.94,16
chmi,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
24k,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
puffy,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
wrinkles,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
beauty,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
chmi under,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
patches pairs,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
pairs 24k,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
24k gold,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
gold eye,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
patches puffy,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
puffy eyes,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
eyes dark,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
wrinkles collagen,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
collagen skin,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
care products,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
products beauty,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
beauty personal,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
personal care,133,Inventory Asset:Compound Ingredient Inventory,0.94,16
supplies luer,134,Inventory Asset:Compound Packaging Inventory,1,16
tip syringes,134,Inventory Asset:Compound Packaging Inventory,1,16
syringes needle,134,Inventory Asset:Compound Packaging Inventory,1,16
wrapped syringes,134,Inventory Asset:Compound Packaging Inventory,1,16
isolation,135,Inventory Asset:Lab Supplies Inventory,1,16
gowns,135,Inventory Asset:Lab Supplies Inventory,1,16
engraving includes,214,General & Administrative -:Office Expense,1,16
epoxy food,135,Inventory Asset:Lab Supplies Inventory,0.6,15
surface,214,General & Administrative -:Office Expense,0.67,15
computer,205,General & Administrative -:Computer Supplies & Equipment,0.6,15
dymo address,134,Inventory Asset:Compound Packaging Inventory,0.87,15
address barcode,134,Inventory Asset:Compound Packaging Inventory,0.87,15
labels compatible,134,Inventory Asset:Compound Packaging Inventory,0.87,15
chip,215,General & Administrative -:Office Supplies,0.93,15
lexmark,215,General & Administrative -:Office Supplies,0.93,15
solution,169,Cost of Goods Sold:Lab Supplies,0.67,15
elastic,135,Inventory Asset:Lab Supplies Inventory,0.67,15
perfect,135,Inventory Asset:Lab Supplies Inventory,0.6,15
medical gowns,135,Inventory Asset:Lab Supplies Inventory,1,15
moving,137,Inventory Asset:Shipping Packaging Material Inventory,0.73,15
treatment,133,Inventory Asset:Compound Ingredient Inventory,0.71,14
form,169,Cost of Goods Sold:Lab Supplies,1,14
low form,169,Cost of Goods Sold:Lab Supplies,1,14
super,215,General & Administrative -:Office Supplies,0.64,14
approved,135,Inventory Asset:Lab Supplies Inventory,0.93,14
universal fit,135,Inventory Asset:Lab Supplies Inventory,1,14
sensitive,133,Inventory Asset:Compound Ingredient Inventory,1,14
face body,133,Inventory Asset:Compound Ingredient Inventory,1,14
sensitive skin,133,Inventory Asset:Compound Ingredient Inventory,1,14
coffee cups,214,General & Administrative -:Office Expense,1,14
reader,205,General & Administrative -:Computer Supplies & Equipment,0.71,14
adults,135,Inventory Asset:Lab Supplies Inventory,0.79,14
ply,135,Inventory Asset:Lab Supplies Inventory,0.93,14
hobart,169,Cost of Goods Sold:Lab Supplies,0.71,14
compatible lexmark,215,General & Administrative -:Office Supplies,0.93,14
windows,205,General & Administrative -:Computer Supplies & Equipment,0.64,14
ipad,205,General & Administrative -:Computer Supplies & Equipment,0.93,14
graduated,169,Cost of Goods Sold:Lab Supplies,0.93,14
use tax,340,6200.98 General & Administrative -:Use Tax on Purchases,1,14
sturdy,169,Cost of Goods Sold:Lab Supplies,0.79,14
cocktail,169,Cost of Goods Sold:Lab Supplies,0.71,14
cord,205,General & Administrative -:Computer Supplies & Equipment,0.85,13
padded,137,Inventory Asset:Shipping Packaging Material Inventory,0.77,13
food sample,135,Inventory Asset:Lab Supplies Inventory,0.77,13
caution,134,Inventory Asset:Compound Packaging Inventory,0.62,13
colorful,169,Cost of Goods Sold:Lab Supplies,0.69,13
borosilicate glass,169,Cost of Goods Sold:Lab Supplies,1,13
daily,133,Inventory Asset:Compound Ingredient Inventory,0.85,13
dermatologist,133,Inventory Asset:Compound Ingredient Inventory,0.62,13
moisture,133,Inventory Asset:Compound Ingredient Inventory,0.69,13
niosh,135,Inventory Asset:Lab Supplies Inventory,1,13
particulate,135,Inventory Asset:Lab Supplies Inventory,1,13
respirator,135,Inventory Asset:Lab Supplies Inventory,1,13
n95 mask,135,Inventory Asset:Lab Supplies Inventory,1,13
mask niosh,135,Inventory Asset:Lab Supplies Inventory,1,13
niosh approved,135,Inventory Asset:Lab Supplies Inventory,1,13
approved particulate,135,Inventory Asset:Lab Supplies Inventory,1,13
particulate respirator,135,Inventory Asset:Lab Supplies Inventory,1,13
respirator n95,135,Inventory Asset:Lab Supplies Inventory,1,13
n95 face,135,Inventory Asset:Lab Supplies Inventory,1,13
masks universal,135,Inventory Asset:Lab Supplies Inventory,1,13
fit individually,135,Inventory Asset:Lab Supplies Inventory,1,13
hardwood,214,General & Administrative -:Office Expense,1,13
hot,214,General & Administrative -:Office Expense,1,13
cups hot,214,General & Administrative -:Office Expense,1,13
rough dry,133,Inventory Asset:Compound Ingredient Inventory,0.77,13
board,215,General & Administrative -:Office Supplies,0.85,13
gallon,214,General & Administrative -:Office Expense,0.62,13
great,135,Inventory Asset:Lab Supplies Inventory,0.77,13
lip balm,134,Inventory Asset:Compound Packaging Inventory,0.62,13
58d1h0e toner,215,General & Administrative -:Office Supplies,1,13
chip compatible,215,General & Administrative -:Office Supplies,1,13
weighing paper,135,Inventory Asset:Lab Supplies Inventory,0.92,13
cylinder,169,Cost of Goods Sold:Lab Supplies,0.92,13
items,340,6200.98 General & Administrative -:Use Tax on Purchases,0.92,13
floats,135,Inventory Asset:Lab Supplies Inventory,0.62,13
hospital,135,Inventory Asset:Lab Supplies Inventory,1,13
medical grade,135,Inventory Asset:Lab Supplies Inventory,1,13
men,135,Inventory Asset:Lab Supplies Inventory,0.85,13
carson,214,General & Administrative -:Office Expense,0.67,12
shrink,169,Cost of Goods Sold:Lab Supplies,0.67,12
shrink bands,169,Cost of Goods Sold:Lab Supplies,0.67,12
mailers,137,Inventory Asset:Shipping Packaging Material Inventory,0.83,12
hazardous,134,Inventory Asset:Compound Packaging Inventory,0.67,12
perrigo,133,Inventory Asset:Compound Ingredient Inventory,0.83,12
perrigo benzoyl,133,Inventory Asset:Compound Ingredient Inventory,0.83,12
peroxide acne,133,Inventory Asset:Compound Ingredient Inventory,0.83,12
acne treatment,133,Inventory Asset:Compound Ingredient Inventory,0.83,12
treatment gel,133,Inventory Asset:Compound Ingredient Inventory,0.83,12
healing,133,Inventory Asset:Compound Ingredient Inventory,1,12
swiffer,214,General & Administrative -:Office Expense,1,12
hardwood floor,214,General & Administrative -:Office Expense,1,12
soothe,133,Inventory Asset:Compound Ingredient Inventory,0.75,12
shelving,212,General & Administrative -:Non-Capital Furniture,0.67,12
wired,205,General & Administrative -:Computer Supplies & Equipment,1,12
4xl not,134,Inventory Asset:Compound Packaging Inventory,0.83,12
office school,135,Inventory Asset:Lab Supplies Inventory,0.83,12
shoes,135,Inventory Asset:Lab Supplies Inventory,1,12
cup,169,Cost of Goods Sold:Lab Supplies,0.75,12
stir,169,Cost of Goods Sold:Lab Supplies,1,12
yellow,135,Inventory Asset:Lab Supplies Inventory,0.75,12
paid,340,6200.98 General & Administrative -:Use Tax on Purchases,1,12
exempt,340,6200.98 General & Administrative -:Use Tax on Purchases,1,12
tax paid,340,6200.98 General & Administrative -:Use Tax on Purchases,1,12
paid exempt,340,6200.98 General & Administrative -:Use Tax on Purchases,1,12
exempt items,340,6200.98 General & Administrative -:Use Tax on Purchases,1,12
handle spoon,169,Cost of Goods Sold:Lab Supplies,0.83,12
spoon sturdy,169,Cost of Goods Sold:Lab Supplies,0.83,12
sturdy ice,169,Cost of Goods Sold:Lab Supplies,0.83,12
spoons spoons,169,Cost of Goods Sold:Lab Supplies,0.83,12
spoons cocktail,169,Cost of Goods Sold:Lab Supplies,0.83,12
cocktail stirring,169,Cost of Goods Sold:Lab Supplies,0.83,12
milkshakes ice,169,Cost of Goods Sold:Lab Supplies,0.83,12
powder exam,135,Inventory Asset:Lab Supplies Inventory,1,12
women,135,Inventory Asset:Lab Supplies Inventory,0.67,12
hdmi,205,General & Administrative -:Computer Supplies & Equipment,0.73,11
bubble,137,Inventory Asset:Shipping Packaging Material Inventory,0.82,11
apothecary,134,Inventory Asset:Compound Packaging Inventory,0.64,11
drugs,134,Inventory Asset:Compound Packaging Inventory,0.64,11
apothecary products,134,Inventory Asset:Compound Packaging Inventory,0.64,11
labels pharmacy,134,Inventory Asset:Compound Packaging Inventory,0.64,11
samples,135,Inventory Asset:Lab Supplies Inventory,0.73,11
milkshake,169,Cost of Goods Sold:Lab Supplies,0.82,11
spoon straws,169,Cost of Goods Sold:Lab Supplies,0.91,11
beakers,169,Cost of Goods Sold:Lab Supplies,1,11
aquaphor,133,Inventory Asset:Compound Ingredient Inventory,0.73,11
healing ointment,133,Inventory Asset:Compound Ingredient Inventory,1,11
note,215,General & Administrative -:Office Supplies,0.91,11
floor cleaner,214,General & Administrative -:Office Expense,1,11
palmer,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
raw,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
african,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
nourishing,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
ounces,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
palmer shea,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
butter formula,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
formula raw,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
raw african,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
african shea,133,Inventory Asset:Compound Ingredient Inventory,0.91,11
